roll,status,marks,total,percentage,grade,name,source_page
804481,PASS,901,1100,81.91,A-1,,54
804482,PASS,932,1100,84.73,A-1,,54
804483,PASS,747,1100,67.91,B,,55
804484,PASS,948,1100,86.18,A-1,,54
804485,PASS,812,1100,73.82,A,,55
804486,PASS,655,1100,59.55,C,,55
804487,PASS,869,1100,79.0,A,,55
804488,PASS,767,1100,69.73,B,,55
804489,PASS,990,1100,90.0,A-1,,54
804490,PASS,887,1100,80.64,A-1,,54
804491,PASS,925,1100,84.09,A-1,,54
804492,PASS,785,1100,71.36,A,,55
804493,PASS,979,1100,89.0,A-1,,54
804494,PASS,837,1100,76.09,A,,55
804495,PASS,873,1100,79.36,A,,55
804496,PASS,755,1100,68.64,B,,55
804497,PASS,880,1100,80.0,A-1,,54
804498,PASS,863,1100,78.45,A,,55
804499,PASS,825,1100,75.0,A,,55
804500,PASS,783,1100,71.18,A,,55
804501,PASS,857,1100,77.91,A,,55
804502,PASS,847,1100,77.0,A,,55
804503,PASS,935,1100,85.0,A-1,,54
804504,PASS,913,1100,83.0,A-1,,54
804505,PASS,950,1100,86.36,A-1,,54
804506,PASS,934,1100,84.91,A-1,,54
804507,PASS,904,1100,82.18,A-1,,54
804508,PASS,963,1100,87.55,A-1,,54
804509,PASS,698,1100,63.45,B,,55
804510,PASS,717,1100,65.18,B,,55
804511,PASS,985,1100,89.55,A-1,,54
804512,PASS,881,1100,80.09,A-1,,54
804513,PASS,859,1100,78.09,A,,55
804514,PASS,937,1100,85.18,A-1,,54
804515,PASS,937,1100,85.18,A-1,,54
804516,PASS,867,1100,78.82,A,,55
804517,PASS,778,1100,70.73,A,,55
804518,PASS,901,1100,81.91,A-1,,54
804519,PASS,977,1100,88.82,A-1,,54
804520,PASS,709,1100,64.45,B,,55
804521,PASS,969,1100,88.09,A-1,,54
804522,PASS,692,1100,62.91,B,,55
804523,PASS,967,1100,87.91,A-1,,54
804524,PASS,907,1100,82.45,A-1,,54
804525,PASS,809,1100,73.55,A,,55
804526,PASS,901,1100,81.91,A-1,,54
804527,PASS,921,1100,83.73,A-1,,54
804528,PASS,599,1100,54.45,C,,55
804529,PASS,888,1100,80.73,A-1,,54
804530,PASS,701,1100,63.73,B,,55
804531,PASS,920,1100,83.64,A-1,,54
804532,PASS,876,1100,79.64,A,,54
804533,PASS,933,1100,84.82,A-1,,54
804534,PASS,931,1100,84.64,A-1,,54
804535,PASS,763,1100,69.36,B,,55
804536,PASS,825,1100,75.0,A,,55
804538,PASS,816,1100,74.18,A,,55
804539,PASS,891,1100,81.0,A-1,,54
804540,PASS,720,1100,65.45,B,,55
804541,PASS,904,1100,82.18,A-1,,54
804542,PASS,954,1100,86.73,A-1,,54
804543,PASS,611,1100,55.55,C,,55
804544,PASS,855,1100,77.73,A,,55
804545,PASS,773,1100,70.27,A,,55
804546,PASS,829,1100,75.36,A,,55
804547,PASS,664,1100,60.36,B,,55
804548,PASS,829,1100,75.36,A,,55
804549,PASS,882,1100,80.18,A-1,,54
804550,PASS,891,1100,81.0,A-1,,54
804551,PASS,867,1100,78.82,A,,55
804552,PASS,862,1100,78.36,A,,55
804553,PASS,944,1100,85.82,A-1,,54
804554,PASS,729,1100,66.27,B,,55
804555,PASS,946,1100,86.0,A-1,,54
804556,PASS,951,1100,86.45,A-1,,54
804557,PASS,967,1100,87.91,A-1,,54
804558,PASS,956,1100,86.91,A-1,,54
804559,PASS,903,1100,82.09,A-1,,54
804560,PASS,973,1100,88.45,A-1,,54
804561,PASS,918,1100,83.45,A-1,,54
804562,PASS,898,1100,81.64,A-1,,54
804563,PASS,908,1100,82.55,A-1,,54
804564,PASS,954,1100,86.73,A-1,,54
804565,PASS,939,1100,85.36,A-1,,54
804566,PASS,809,1100,73.55,A,,55
804567,PASS,824,1100,74.91,A,,55
804568,PASS,851,1100,77.36,A,,55
804569,PASS,751,1100,68.27,B,,55
804570,PASS,960,1100,87.27,A-1,,54
804571,PASS,894,1100,81.27,A-1,,54
804572,PASS,788,1100,71.64,A,,55
804573,PASS,869,1100,79.0,A,,55
804574,PASS,811,1100,73.73,A,,55
804575,PASS,849,1100,77.18,A,,55
804576,PASS,560,1100,50.91,C,,55
804577,PASS,908,1100,82.55,A-1,,54
804578,PASS,724,1100,65.82,B,,55
804579,PASS,903,1100,82.09,A-1,,54
804580,PASS,903,1100,82.09,A-1,,54
804584,PASS,800,1100,72.73,A,,55
804585,PASS,859,1100,78.09,A,,55
804586,PASS,842,1100,76.55,A,,55
804587,PASS,818,1100,74.36,A,,55
804588,PASS,838,1100,76.18,A,,55
804589,PASS,744,1100,67.64,B,,55
804590,PASS,910,1100,82.73,A-1,,54
804591,PASS,957,1100,87.0,A-1,,54
804592,PASS,909,1100,82.64,A-1,,54
804593,PASS,791,1100,71.91,A,,55
804594,PASS,925,1100,84.09,A-1,,54
804595,PASS,882,1100,80.18,A-1,,54
804596,PASS,959,1100,87.18,A-1,,54
804597,PASS,866,1100,78.73,A,,55
804598,PASS,900,1100,81.82,A-1,,54
804599,PASS,712,1100,64.73,B,,55
804600,PASS,598,1100,54.36,C,,55
804601,PASS,591,1100,53.73,C,,55
804602,PASS,822,1100,74.73,A,,55
804603,PASS,902,1100,82.0,A-1,,54
804604,PASS,719,1100,65.36,B,,55
804605,PASS,683,1100,62.09,B,,55
804606,PASS,817,1100,74.27,A,,55
804607,PASS,778,1100,70.73,A,,55
804608,PASS,619,1100,56.27,C,,55
804609,PASS,907,1100,82.45,A-1,,54
804610,PASS,864,1100,78.55,A,,55
804611,PASS,810,1100,73.64,A,,55
804612,PASS,902,1100,82.0,A-1,,54
804613,PASS,947,1100,86.09,A-1,,54
804614,PASS,973,1100,88.45,A-1,,54
804615,PASS,858,1100,78.0,A,,55
804616,PASS,932,1100,84.73,A-1,,54
804617,PASS,895,1100,81.36,A-1,,54
804618,PASS,918,1100,83.45,A-1,,54
804619,PASS,939,1100,85.36,A-1,,54
804620,PASS,939,1100,85.36,A-1,,54
804621,PASS,882,1100,80.18,A-1,,54
804622,PASS,663,1100,60.27,B,,55
804623,PASS,963,1100,87.55,A-1,,54
804624,PASS,988,1100,89.82,A-1,,54
804625,PASS,810,1100,73.64,A,,55
804626,PASS,848,1100,77.09,A,,55
804627,PASS,872,1100,79.27,A,,55
804628,PASS,887,1100,80.64,A-1,,54
804629,PASS,859,1100,78.09,A,,55
804630,PASS,903,1100,82.09,A-1,,54
804631,PASS,704,1100,64.0,B,,55
804632,PASS,990,1100,90.0,A-1,,54
804633,PASS,815,1100,74.09,A,,55
804634,PASS,864,1100,78.55,A,,55
804635,PASS,995,1100,90.45,A-1,,54
804636,PASS,805,1100,73.18,A,,55
804637,PASS,949,1100,86.27,A-1,,54
804638,PASS,958,1100,87.09,A-1,,54
804639,PASS,935,1100,85.0,A-1,,54
804640,PASS,978,1100,88.91,A-1,,54
804641,PASS,860,1100,78.18,A,,55
804642,PASS,914,1100,83.09,A-1,,54
804643,PASS,909,1100,82.64,A-1,,54
804644,PASS,933,1100,84.82,A-1,,54
804645,PASS,879,1100,79.91,A,,54
804646,PASS,914,1100,83.09,A-1,,54
804647,PASS,957,1100,87.0,A-1,,54
804648,PASS,980,1100,89.09,A-1,,54
804649,PASS,855,1100,77.73,A,,55
804650,PASS,812,1100,73.82,A,,55
804651,PASS,911,1100,82.82,A-1,,54
804652,PASS,884,1100,80.36,A-1,,54
804653,PASS,856,1100,77.82,A,,55
804654,PASS,877,1100,79.73,A,,54
804655,PASS,645,1100,58.64,C,,55
804656,PASS,705,1100,64.09,B,,55
804657,PASS,902,1100,82.0,A-1,,54
804658,PASS,826,1100,75.09,A,,55
804659,PASS,902,1100,82.0,A-1,,54
804660,PASS,768,1100,69.82,B,,55
804661,PASS,925,1100,84.09,A-1,,54
804662,PASS,1004,1100,91.27,A-1,ANAS JAVED,54
804663,PASS,868,1100,78.91,A,,55
804664,PASS,875,1100,79.55,A,,54
804665,PASS,860,1100,78.18,A,,55
804666,PASS,788,1100,71.64,A,,55
804668,PASS,935,1100,85.0,A-1,,54
804669,PASS,938,1100,85.27,A-1,,54
804670,PASS,948,1100,86.18,A-1,,54
804671,PASS,1000,1100,90.91,A-1,RAYYAN ADNAN,54
804672,PASS,949,1100,86.27,A-1,,54
804673,PASS,888,1100,80.73,A-1,,54
804674,PASS,961,1100,87.36,A-1,,54
804675,PASS,946,1100,86.0,A-1,,54
804676,PASS,981,1100,89.18,A-1,,54
804677,PASS,1005,1100,91.36,A-1,MUHAMMAD AHMED RAZA,54
804678,PASS,869,1100,79.0,A,,55
804679,PASS,931,1100,84.64,A-1,,54
804680,PASS,763,1100,69.36,B,,55
804681,PASS,879,1100,79.91,A,,54
804682,PASS,939,1100,85.36,A-1,,54
804683,PASS,982,1100,89.27,A-1,,54
804684,PASS,818,1100,74.36,A,,55
804685,PASS,953,1100,86.64,A-1,,54
804686,PASS,848,1100,77.09,A,,55
804688,PASS,923,1100,83.91,A-1,,54
804689,PASS,889,1100,80.82,A-1,,54
804690,PASS,860,1100,78.18,A,,55
804691,PASS,934,1100,84.91,A-1,,54
804692,PASS,846,1100,76.91,A,,55
804693,PASS,962,1100,87.45,A-1,,54
804694,PASS,794,1100,72.18,A,,55
804695,PASS,534,1100,48.55,D,,56
804696,PASS,798,1100,72.55,A,,55
804697,PASS,882,1100,80.18,A-1,,54
804698,PASS,811,1100,73.73,A,,55
804699,PASS,950,1100,86.36,A-1,,54
804700,PASS,918,1100,83.45,A-1,,54
804701,PASS,880,1100,80.0,A-1,,54
804702,PASS,841,1100,76.45,A,,55
804703,PASS,997,1100,90.64,A-1,MUHAMMAD TULHAA HASSAN,54
804704,PASS,883,1100,80.27,A-1,,54
804705,PASS,630,1100,57.27,C,,55
804706,PASS,851,1100,77.36,A,,55
804707,PASS,836,1100,76.0,A,,55
804708,PASS,838,1100,76.18,A,,55
804709,PASS,958,1100,87.09,A-1,,54
804710,PASS,831,1100,75.55,A,,55
804711,PASS,928,1100,84.36,A-1,,54
804712,PASS,904,1100,82.18,A-1,,54
804713,PASS,1006,1100,91.45,A-1,ABDULLAH JAMAL,54
804714,PASS,824,1100,74.91,A,,55
804715,PASS,806,1100,73.27,A,,55
804716,PASS,958,1100,87.09,A-1,,54
804717,PASS,985,1100,89.55,A-1,,54
804718,PASS,693,1100,63.0,B,,55
804719,PASS,780,1100,70.91,A,,55
804720,PASS,858,1100,78.0,A,,55
804721,PASS,870,1100,79.09,A,,55
804722,PASS,883,1100,80.27,A-1,,54
804723,PASS,836,1100,76.0,A,,55
804724,PASS,1006,1100,91.45,A-1,MUHAMMAD SAAD ADIL,54
804725,PASS,904,1100,82.18,A-1,,54
804727,PASS,930,1100,84.55,A-1,,54
804728,PASS,833,1100,75.73,A,,55
804729,PASS,777,1100,70.64,A,,55
804730,PASS,974,1100,88.55,A-1,,54
804732,PASS,739,1100,67.18,B,,55
804733,PASS,837,1100,76.09,A,,55
804734,PASS,738,1100,67.09,B,,55
804735,PASS,786,1100,71.45,A,,55
804737,PASS,643,1100,58.45,C,,55
804738,PASS,975,1100,88.64,A-1,,54
804739,PASS,871,1100,79.18,A,,55
804740,PASS,960,1100,87.27,A-1,,54
804741,PASS,903,1100,82.09,A-1,,54
804742,PASS,873,1100,79.36,A,,55
804743,PASS,705,1100,64.09,B,,55
804744,PASS,839,1100,76.27,A,,55
804745,PASS,736,1100,66.91,B,,55
804746,PASS,747,1100,67.91,B,,55
804747,PASS,801,1100,72.82,A,,55
804748,PASS,771,1100,70.09,A,,55
804749,PASS,830,1100,75.45,A,,55
804750,PASS,892,1100,81.09,A-1,,54
804751,PASS,772,1100,70.18,A,,55
804752,PASS,835,1100,75.91,A,,55
804753,PASS,889,1100,80.82,A-1,,54
804754,PASS,761,1100,69.18,B,,55
804755,PASS,903,1100,82.09,A-1,,54
804756,PASS,863,1100,78.45,A,,55
804757,PASS,794,1100,72.18,A,,55
804758,PASS,954,1100,86.73,A-1,,54
804759,PASS,593,1100,53.91,C,,55
804760,PASS,926,1100,84.18,A-1,,54
804761,PASS,963,1100,87.55,A-1,,54
804762,PASS,719,1100,65.36,B,,55
804763,PASS,754,1100,68.55,B,,55
804764,PASS,733,1100,66.64,B,,55
804765,PASS,684,1100,62.18,B,,55
804766,PASS,930,1100,84.55,A-1,,54
804767,PASS,769,1100,69.91,B,,55
804768,PASS,928,1100,84.36,A-1,,54
804769,PASS,971,1100,88.27,A-1,,54
804770,PASS,835,1100,75.91,A,,55
804771,PASS,831,1100,75.55,A,,55
804772,PASS,889,1100,80.82,A-1,,54
804773,PASS,603,1100,54.82,C,,55
804774,PASS,915,1100,83.18,A-1,,54
804775,PASS,943,1100,85.73,A-1,,54
804776,PASS,901,1100,81.91,A-1,,54
804777,PASS,931,1100,84.64,A-1,,54
804778,PASS,817,1100,74.27,A,,55
804779,PASS,966,1100,87.82,A-1,,54
804780,PASS,722,1100,65.64,B,,55
804781,PASS,804,1100,73.09,A,,55
804783,PASS,829,1100,75.36,A,,55
804784,PASS,971,1100,88.27,A-1,,54
804785,PASS,761,1100,69.18,B,,55
804786,PASS,822,1100,74.73,A,,55
804787,PASS,515,1100,46.82,D,,56
804788,PASS,732,1100,66.55,B,,55
804789,PASS,818,1100,74.36,A,,55
804790,PASS,848,1100,77.09,A,,55
804791,PASS,720,1100,65.45,B,,55
804792,PASS,839,1100,76.27,A,,55
804793,PASS,606,1100,55.09,C,,55
804794,PASS,891,1100,81.0,A-1,,54
804795,PASS,815,1100,74.09,A,,55
804796,PASS,676,1100,61.45,B,,55
804797,PASS,928,1100,84.36,A-1,,54
804798,PASS,869,1100,79.0,A,,55
804799,PASS,919,1100,83.55,A-1,,54
804800,PASS,864,1100,78.55,A,,55
804801,PASS,937,1100,85.18,A-1,,54
804802,PASS,944,1100,85.82,A-1,,54
804803,PASS,864,1100,78.55,A,,55
804804,PASS,914,1100,83.09,A-1,,54
804805,PASS,867,1100,78.82,A,,55
804806,PASS,913,1100,83.0,A-1,,54
804807,PASS,803,1100,73.0,A,,55
804808,PASS,912,1100,82.91,A-1,,54
804809,PASS,773,1100,70.27,A,,55
804810,PASS,877,1100,79.73,A,,54
804811,PASS,858,1100,78.0,A,,55
804812,PASS,932,1100,84.73,A-1,,54
804813,PASS,890,1100,80.91,A-1,,54
804814,PASS,910,1100,82.73,A-1,,54
804815,PASS,828,1100,75.27,A,,55
804816,PASS,901,1100,81.91,A-1,,54
804817,PASS,777,1100,70.64,A,,55
804818,PASS,748,1100,68.0,B,,55
804819,PASS,888,1100,80.73,A-1,,54
804820,PASS,891,1100,81.0,A-1,,54
804821,PASS,810,1100,73.64,A,,55
804822,PASS,804,1100,73.09,A,,55
804823,PASS,610,1100,55.45,C,,55
804824,PASS,776,1100,70.55,A,,55
804825,PASS,828,1100,75.27,A,,55
804826,PASS,747,1100,67.91,B,,55
804827,PASS,946,1100,86.0,A-1,,54
804828,PASS,832,1100,75.64,A,,55
804829,PASS,829,1100,75.36,A,,55
804830,PASS,952,1100,86.55,A-1,,54
804831,PASS,848,1100,77.09,A,,55
804832,PASS,811,1100,73.73,A,,55
804833,PASS,818,1100,74.36,A,,55
804834,PASS,592,1100,53.82,C,,55
804836,PASS,851,1100,77.36,A,,55
804837,PASS,946,1100,86.0,A-1,,54
804861,PASS,616,1100,56.0,C,,56
804862,PASS,687,1100,62.45,B,,56
804871,PASS,791,1100,71.91,A,,56
804873,PASS,546,1100,49.64,D,,56
804882,PASS,532,1100,48.36,D,,57
804886,PASS,533,1100,48.45,D,,57
804904,PASS,565,1100,51.36,C,,56
804915,PASS,628,1100,57.09,C,,56
804916,PASS,718,1100,65.27,B,,56
804917,PASS,629,1100,57.18,C,,56
804926,PASS,533,1100,48.45,D,,57
804927,PASS,544,1100,49.45,D,,57
804930,PASS,592,1100,53.82,C,,56
804931,PASS,632,1100,57.45,C,,56
804932,PASS,592,1100,53.82,C,,56
804935,PASS,540,1100,49.09,D,,57
804939,PASS,752,1100,68.36,B,,56
804943,PASS,664,1100,60.36,B,,56
804947,PASS,542,1100,49.27,D,,57
804948,PASS,490,1100,44.55,D,,57
804949,PASS,663,1100,60.27,B,,56
804959,PASS,668,1100,60.73,B,,56
804960,PASS,658,1100,59.82,C,,56
804961,PASS,709,1100,64.45,B,,56
804965,PASS,620,1100,56.36,C,,56
804967,PASS,457,1100,41.55,D,,57
804968,PASS,511,1100,46.45,D,,57
804979,PASS,606,1100,55.09,C,,56
804981,PASS,667,1100,60.64,B,,56
804982,PASS,501,1100,45.55,D,,57
804984,PASS,484,1100,44.0,D,,57
804985,PASS,506,1100,46.0,D,,57
804986,PASS,505,1100,45.91,D,,57
804991,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
804993,PASS,536,1100,48.73,D,,57
804995,PASS,849,1100,77.18,A,,56
804997,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
805002,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
805007,PASS,561,1100,51.0,C,,56
805008,PASS,522,1100,47.45,D,,57
805101,PASS,633,1100,57.55,C,,57
805102,PASS,695,1100,63.18,B,,57
805104,PASS,643,1100,58.45,C,,57
805106,PASS,685,1100,62.27,B,,57
805111,PASS,641,1100,58.27,C,,57
805112,PASS,616,1100,56.0,C,,57
805113,PASS,527,1100,47.91,D,,57
805114,PASS,649,1100,59.0,C,,57
805115,PASS,830,1100,75.45,A,,57
805116,PASS,648,1100,58.91,C,,57
805120,PASS,669,1100,60.82,B,,57
805122,PASS,861,1100,78.27,A,,57
805126,PASS,591,1100,53.73,C,,57
805128,PASS,675,1100,61.36,B,,57
805130,PASS,865,1100,78.64,A,,57
805133,PASS,569,1100,51.73,C,,57
805134,PASS,555,1100,50.45,C,,57
805135,PASS,800,1100,72.73,A,,57
805136,PASS,621,1100,56.45,C,,57
805137,PASS,772,1100,70.18,A,,57
805138,PASS,904,1100,82.18,A-1,,57
805139,PASS,687,1100,62.45,B,,57
805141,PASS,850,1100,77.27,A,,57
805142,PASS,793,1100,72.09,A,,57
805143,PASS,484,1100,44.0,D,,57
805144,PASS,592,1100,53.82,C,,57
805145,PASS,560,1100,50.91,C,,57
805146,PASS,663,1100,60.27,B,,57
805149,PASS,484,1100,44.0,D,,57
805151,PASS,896,1100,81.45,A-1,,57
805152,PASS,594,1100,54.0,C,,57
805153,PASS,753,1100,68.45,B,,57
805154,PASS,608,1100,55.27,C,,57
805155,PASS,950,1100,86.36,A-1,,57
805156,PASS,785,1100,71.36,A,,57
805157,PASS,838,1100,76.18,A,,57
805158,PASS,764,1100,69.45,B,,57
805159,PASS,839,1100,76.27,A,,57
805160,PASS,764,1100,69.45,B,,57
805161,PASS,557,1100,50.64,C,,57
805162,PASS,689,1100,62.64,B,,57
805163,PASS,696,1100,63.27,B,,57
805165,PASS,726,1100,66.0,B,,57
805169,PASS,777,1100,70.64,A,,57
805170,PASS,655,1100,59.55,C,,57
805172,PASS,703,1100,63.91,B,,57
805177,PASS,516,1100,46.91,D,,57
805178,PASS,679,1100,61.73,B,,57
805179,PASS,837,1100,76.09,A,,57
805180,PASS,586,1100,53.27,C,,57
805182,PASS,681,1100,61.91,B,,57
805183,PASS,627,1100,57.0,C,,57
805185,PASS,684,1100,62.18,B,,57
805186,PASS,679,1100,61.73,B,,57
805187,PASS,793,1100,72.09,A,,57
805188,PASS,670,1100,60.91,B,,57
805191,PASS,670,1100,60.91,B,,57
805192,PASS,525,1100,47.73,D,,57
805194,PASS,595,1100,54.09,C,,57
805196,PASS,518,1100,47.09,D,,57
805198,PASS,627,1100,57.0,C,,57
805199,PASS,739,1100,67.18,B,,57
805200,PASS,604,1100,54.91,C,,57
805201,PASS,641,1100,58.27,C,,57
805202,PASS,565,1100,51.36,C,,57
805203,PASS,676,1100,61.45,B,,57
805204,PASS,790,1100,71.82,A,,57
805206,PASS,557,1100,50.64,C,,57
805209,PASS,541,1100,49.18,D,,57
805211,PASS,693,1100,63.0,B,,57
805213,PASS,596,1100,54.18,C,,57
805214,PASS,792,1100,72.0,A,,57
805215,PASS,834,1100,75.82,A,,57
805216,PASS,628,1100,57.09,C,,57
805217,PASS,590,1100,53.64,C,,57
805218,PASS,667,1100,60.64,B,,57
805219,PASS,559,1100,50.82,C,,57
805220,PASS,583,1100,53.0,C,,57
805221,PASS,675,1100,61.36,B,,57
805222,PASS,781,1100,71.0,A,,57
805223,PASS,587,1100,53.36,C,,57
805225,PASS,679,1100,61.73,B,,57
805226,PASS,548,1100,49.82,D,,57
805227,PASS,918,1100,83.45,A-1,,57
805229,PASS,824,1100,74.91,A,,57
805231,PASS,543,1100,49.36,D,,57
805232,PASS,763,1100,69.36,B,,57
805235,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
805237,WITHHELD — COMPUTERIZED ENROLMENT CARD,,,,,,124
805281,WITHHELD — VERIFICATION OF ENROLMENT CARD,,,,,,125
805283,PASS,701,1100,63.73,B,,58
805286,PASS,551,1100,50.09,C,,58
805288,PASS,482,1100,43.82,D,,58
805289,PASS,593,1100,53.91,C,,58
805290,PASS,733,1100,66.64,B,,58
805291,PASS,775,1100,70.45,A,,58
805301,PASS,603,1100,54.82,C,,58
805304,PASS,488,1100,44.36,D,,59
805305,PASS,778,1100,70.73,A,,58
805306,PASS,907,1100,82.45,A-1,,58
805308,PASS,736,1100,66.91,B,,58
805309,PASS,678,1100,61.64,B,,58
805311,PASS,792,1100,72.0,A,,58
805312,PASS,561,1100,51.0,C,,58
805314,PASS,589,1100,53.55,C,,58
805315,PASS,565,1100,51.36,C,,58
805316,PASS,481,1100,43.73,D,,59
805318,PASS,884,1100,80.36,A-1,,58
805320,PASS,796,1100,72.36,A,,58
805324,PASS,871,1100,79.18,A,,58
805325,PASS,885,1100,80.45,A-1,,58
805326,PASS,667,1100,60.64,B,,58
805327,PASS,549,1100,49.91,D,,58
805328,PASS,702,1100,63.82,B,,58
805331,PASS,584,1100,53.09,C,,58
805333,PASS,640,1100,58.18,C,,58
805334,PASS,806,1100,73.27,A,,58
805335,PASS,629,1100,57.18,C,,58
805337,PASS,573,1100,52.09,C,,58
805338,PASS,553,1100,50.27,C,,58
805339,PASS,744,1100,67.64,B,,58
805340,PASS,894,1100,81.27,A-1,,58
805341,PASS,940,1100,85.45,A-1,,58
805342,PASS,930,1100,84.55,A-1,,58
805343,PASS,937,1100,85.18,A-1,,58
805344,PASS,749,1100,68.09,B,,58
805345,PASS,979,1100,89.0,A-1,,58
805348,PASS,700,1100,63.64,B,,58
805349,PASS,848,1100,77.09,A,,58
805350,PASS,621,1100,56.45,C,,58
805351,PASS,660,1100,60.0,B,,58
805352,PASS,756,1100,68.73,B,,58
805353,PASS,619,1100,56.27,C,,58
805354,PASS,848,1100,77.09,A,,58
805356,PASS,795,1100,72.27,A,,58
805357,PASS,678,1100,61.64,B,,58
805358,PASS,805,1100,73.18,A,,58
805359,PASS,711,1100,64.64,B,,58
805360,PASS,610,1100,55.45,C,,58
805361,PASS,920,1100,83.64,A-1,,58
805363,PASS,665,1100,60.45,B,,58
805364,PASS,585,1100,53.18,C,,58
805367,PASS,722,1100,65.64,B,,58
805368,PASS,580,1100,52.73,C,,58
805369,PASS,615,1100,55.91,C,,58
805370,PASS,550,1100,50.0,C,,58
805372,PASS,787,1100,71.55,A,,58
805373,PASS,661,1100,60.09,B,,58
805374,PASS,593,1100,53.91,C,,58
805375,PASS,878,1100,79.82,A,,58
805379,PASS,735,1100,66.82,B,,58
805380,PASS,854,1100,77.64,A,,58
805381,PASS,865,1100,78.64,A,,58
805382,PASS,792,1100,72.0,A,,58
805383,PASS,849,1100,77.18,A,,58
805385,PASS,488,1100,44.36,D,,59
805386,PASS,559,1100,50.82,C,,58
805388,PASS,626,1100,56.91,C,,58
805389,PASS,903,1100,82.09,A-1,,58
805390,PASS,562,1100,51.09,C,,58
805393,PASS,542,1100,49.27,D,,59
805395,PASS,737,1100,67.0,B,,58
805397,PASS,773,1100,70.27,A,,58
805398,PASS,554,1100,50.36,C,,58
805399,PASS,676,1100,61.45,B,,58
805400,PASS,637,1100,57.91,C,,58
805401,PASS,812,1100,73.82,A,,58
805402,PASS,551,1100,50.09,C,,58
805403,PASS,500,1100,45.45,D,,59
805404,PASS,829,1100,75.36,A,,58
805406,PASS,649,1100,59.0,C,,58
805407,PASS,896,1100,81.45,A-1,,58
805409,PASS,697,1100,63.36,B,,58
805410,PASS,525,1100,47.73,D,,59
805411,PASS,913,1100,83.0,A-1,,58
805412,PASS,554,1100,50.36,C,,58
805413,PASS,535,1100,48.64,D,,59
805415,PASS,620,1100,56.36,C,,58
805416,PASS,552,1100,50.18,C,,58
805419,PASS,602,1100,54.73,C,,58
805423,PASS,727,1100,66.09,B,,58
805424,PASS,586,1100,53.27,C,,58
805425,PASS,561,1100,51.0,C,,58
805426,PASS,474,1100,43.09,D,,59
805428,PASS,650,1100,59.09,C,,58
805429,PASS,585,1100,53.18,C,,58
805430,PASS,577,1100,52.45,C,,58
805431,PASS,649,1100,59.0,C,,58
805432,PASS,925,1100,84.09,A-1,,58
805433,PASS,630,1100,57.27,C,,58
805434,PASS,708,1100,64.36,B,,58
805435,PASS,672,1100,61.09,B,,58
805436,PASS,785,1100,71.36,A,,58
805437,PASS,484,1100,44.0,D,,59
805438,PASS,798,1100,72.55,A,,58
805439,PASS,736,1100,66.91,B,,58
805440,PASS,925,1100,84.09,A-1,,58
805441,PASS,774,1100,70.36,A,,58
805443,PASS,785,1100,71.36,A,,58
805444,PASS,534,1100,48.55,D,,59
805481,PASS,541,1100,49.18,D,,59
805482,PASS,514,1100,46.73,D,,59
805491,PASS,532,1100,48.36,D,,59
805501,PASS,585,1100,53.18,C,,60
805502,PASS,847,1100,77.0,A,,59
805503,PASS,698,1100,63.45,B,,59
805504,PASS,853,1100,77.55,A,,59
805505,PASS,668,1100,60.73,B,,59
805506,PASS,707,1100,64.27,B,,59
805507,PASS,735,1100,66.82,B,,59
805508,PASS,692,1100,62.91,B,,59
805509,PASS,682,1100,62.0,B,,59
805510,PASS,754,1100,68.55,B,,59
805511,PASS,777,1100,70.64,A,,59
805512,PASS,492,1100,44.73,D,,60
805513,PASS,480,1100,43.64,D,,60
805514,PASS,601,1100,54.64,C,,60
805515,PASS,620,1100,56.36,C,,60
805521,PASS,771,1100,70.09,A,,60
805522,PASS,763,1100,69.36,B,,60
805523,PASS,726,1100,66.0,B,,60
805524,PASS,820,1100,74.55,A,,60
805525,PASS,849,1100,77.18,A,,60
805526,PASS,599,1100,54.45,C,,60
805527,PASS,788,1100,71.64,A,,60
805528,PASS,753,1100,68.45,B,,60
805529,PASS,699,1100,63.55,B,,60
805530,PASS,736,1100,66.91,B,,60
805531,PASS,656,1100,59.64,C,,60
805532,PASS,608,1100,55.27,C,,60
805533,PASS,709,1100,64.45,B,,60
805534,PASS,714,1100,64.91,B,,60
805535,PASS,553,1100,50.27,C,,60
805536,PASS,675,1100,61.36,B,,60
805537,PASS,822,1100,74.73,A,,60
805538,PASS,616,1100,56.0,C,,60
805539,PASS,591,1100,53.73,C,,60
805551,PASS,601,1100,54.64,C,,60
805552,PASS,723,1100,65.73,B,,60
805553,PASS,783,1100,71.18,A,,60
805557,PASS,823,1100,74.82,A,,60
805558,PASS,754,1100,68.55,B,,60
805559,PASS,727,1100,66.09,B,,60
805560,PASS,615,1100,55.91,C,,60
805561,PASS,937,1100,85.18,A-1,,60
805562,PASS,667,1100,60.64,B,,60
805563,PASS,700,1100,63.64,B,,60
805564,PASS,915,1100,83.18,A-1,,60
805565,PASS,758,1100,68.91,B,,60
805566,PASS,883,1100,80.27,A-1,,60
805567,PASS,624,1100,56.73,C,,60
805568,PASS,701,1100,63.73,B,,60
805569,PASS,654,1100,59.45,C,,60
